Away_Team,Away_Score,Home_Team,Home_Score,Year,day,tourney_game
South Dakota State,82,Denver,91,2017,1/25/2017,0
Tulsa,66,East Carolina,69,2017,1/25/2017,0
Belmont,77,Eastern Illinois,64,2017,1/25/2017,0
Western Carolina,37,Furman,85,2017,1/25/2017,0
George Washington,87,George Mason,68,2017,1/25/2017,0
Creighton,51,Georgetown,71,2017,1/25/2017,0
Alabama,80,Georgia,60,2017,1/25/2017,0
Florida State,56,Georgia Tech,78,2017,1/25/2017,0
South Carolina State,68,Hampton,66,2017,1/25/2017,0
UC-Riverside,70,Hawaii,64,2017,1/25/2017,0
Weber State,85,Idaho State,73,2017,1/25/2017,0
Iowa,64,Illinois,76,2017,1/25/2017,0
Indiana State,66,Illinois State,71,2017,1/25/2017,0
IUPUI,73,IPFW,103,2017,1/25/2017,0
Stetson,92,Jacksonville,103,2017,1/25/2017,0
NJIT,65,Kennesaw State,71,2017,1/25/2017,0
Penn,77,La Salle,74,2017,1/25/2017,0
Bucknell,78,Lafayette,55,2017,1/25/2017,0
Texas A&M-Corpus Christi,69,Lamar,66,2017,1/25/2017,0
South Carolina Upstate,77,Lipscomb,84,2017,1/25/2017,0
Florida,106,LSU,71,2017,1/25/2017,0
Bradley,50,Loyola (IL),70,2017,1/25/2017,0
Holy Cross,62,Loyola (MD),65,2017,1/25/2017,0
Boston College,77,Miami (FL),78,2017,1/25/2017,0
Texas A&M,80,Ole Miss,76,2017,1/25/2017,0
Missouri,74,Mississippi State,89,2017,1/25/2017,0
UMass-Lowell,71,New Hampshire,80,2017,1/25/2017,0
Oral Roberts,71,North Dakota State,81,2017,1/25/2017,0
Florida Gulf Coast,86,North Florida,82,2017,1/25/2017,0
Evansville,54,Northern Iowa,61,2017,1/25/2017,0
Minnesota,72,Ohio State,78,2017,1/25/2017,0
St. John's (NY),91,Providence,86,2017,1/25/2017,0
Rhode Island,62,Richmond,73,2017,1/25/2017,0
UMass,70,Saint Louis,74,2017,1/25/2017,0
ETSU,96,Samford,86,2017,1/25/2017,0
Butler,61,Seton Hall,54,2017,1/25/2017,0
Western Illinois,55,South Dakota,62,2017,1/25/2017,0
UConn,81,South Florida,60,2017,1/25/2017,0
Northwestern State,85,Southeastern Louisiana,71,2017,1/25/2017,0
UCLA,76,USC,84,2017,1/25/2017,0
Tennessee State,76,Southern Illinois-Edwardsville,56,2017,1/25/2017,0
Central Arkansas,76,Stephen F. Austin,78,2017,1/25/2017,0
UMBC,73,Stony Brook,83,2017,1/25/2017,0
Memphis,66,Temple,77,2017,1/25/2017,0
North Carolina-Greensboro,74,Wofford,93,2017,1/25/2017,0
UNLV,65,Wyoming,66,2017,1/25/2017,0
San Diego State,57,Air Force,60,2017,1/24/2017,0
Bowling Green State,76,Central Michigan,82,2017,1/24/2017,0
Duquesne,60,Davidson,74,2017,1/24/2017,0
Ball State,88,Eastern Michigan,80,2017,1/24/2017,0
Tulane,51,Houston,65,2017,1/24/2017,0
Kansas State,65,Iowa State,70,2017,1/24/2017,0
Villanova,72,Marquette,74,2017,1/24/2017,0
Rutgers,55,Maryland,67,2017,1/24/2017,0
Buffalo,74,Miami (OH),75,2017,1/24/2017,0
Purdue,84,Michigan State,73,2017,1/24/2017,0
Drake,72,Missouri State,71,2017,1/24/2017,0
Utah State,61,New Mexico,74,2017,1/24/2017,0
Kent State,73,Northern Illinois,66,2017,1/24/2017,0
Virginia,71,Notre Dame,54,2017,1/24/2017,0
Toledo,79,Ohio,76,2017,1/24/2017,0
Louisville,106,Pitt,51,2017,1/24/2017,0
Auburn,69,South Carolina,98,2017,1/24/2017,0
St. Joseph's,63,St. Bonaventure,67,2017,1/24/2017,0
Wake Forest,76,Syracuse,81,2017,1/24/2017,0
Kentucky,80,Tennessee,82,2017,1/24/2017,0
Arkansas,71,Vanderbilt,70,2017,1/24/2017,0
Kansas,69,West Virginia,85,2017,1/24/2017,0
Akron,90,Western Michigan,80,2017,1/24/2017,0
Southern Illinois,45,Wichita State,87,2017,1/24/2017,0
Penn State,55,Wisconsin,82,2017,1/24/2017,0
Alcorn State,81,Alabama A&M,70,2017,1/23/2017,0
Southern,65,Alabama State,79,2017,1/23/2017,0
Troy,78,Arkansas-Little Rock,69,2017,1/23/2017,0
Prairie View,68,Arkansas-Pine Bluff,71,2017,1/23/2017,0
South Alabama,62,Arkansas State,74,2017,1/23/2017,0
Norfolk State,74,Coppin State,64,2017,1/23/2017,0
North Carolina State,84,Duke,82,2017,1/23/2017,0
Maryland-Eastern Shore,86,Florida A&M,79,2017,1/23/2017,0
Coastal Carolina,80,Georgia Southern,91,2017,1/23/2017,0
Appalachian State,72,Georgia State,83,2017,1/23/2017,0
Cleveland State,73,Green Bay,83,2017,1/23/2017,0
American,55,Holy Cross,63,2017,1/23/2017,0
Quinnipiac,74,Iona,84,2017,1/23/2017,0
Texas Southern,89,Mississippi Valley State,103,2017,1/23/2017,0
Canisius,84,Niagara,91,2017,1/23/2017,0
Howard,39,North Carolina Central,74,2017,1/23/2017,0
Texas Christian,76,Oklahoma State,89,2017,1/23/2017,0
Gonzaga,83,Portland,64,2017,1/23/2017,0
Rider,51,St. Peter's,56,2017,1/23/2017,0
Delaware State,79,Savannah State,94,2017,1/23/2017,0
Morgan State,77,South Carolina State,75,2017,1/23/2017,0
Oklahoma,83,Texas,84,2017,1/23/2017,0
Louisiana,71,Texas-Arlington,108,2017,1/23/2017,0
Louisiana-Monroe,57,Texas State,63,2017,1/23/2017,0
Maine,63,Albany (NY),81,2017,1/22/2017,0
Stony Brook,67,Binghamton,71,2017,1/22/2017,0
Virginia Tech,82,Clemson,81,2017,1/22/2017,0
East Carolina,65,UConn,72,2017,1/22/2017,0
Saint Louis,46,Dayton,67,2017,1/22/2017,0
Wofford,72,ETSU,79,2017,1/22/2017,0
New Hampshire,81,Hartford,56,2017,1/22/2017,0
Siena,81,Manhattan,68,2017,1/22/2017,0
UMBC,102,UMass-Lowell,86,2017,1/22/2017,0
UCF,65,Memphis,70,2017,1/22/2017,0
Youngstown State,85,Milwaukee,94,2017,1/22/2017,0
Fairfield,49,Monmouth,91,2017,1/22/2017,0
Detroit,87,Northern Kentucky,101,2017,1/22/2017,0
Northwestern,74,Ohio State,72,2017,1/22/2017,0
George Mason,82,Richmond,77,2017,1/22/2017,0
St. John's (NY),73,Seton Hall,86,2017,1/22/2017,0
Arizona State,79,USC,82,2017,1/22/2017,0
UIC,65,Valparaiso,96,2017,1/22/2017,0
La Salle,52,VCU,90,2017,1/22/2017,0
Oakland,67,Wright State,88,2017,1/22/2017,0
Georgetown,75,Xavier,86,2017,1/22/2017,0
Southern,53,Alabama A&M,52,2017,1/21/2017,0
Alcorn State,78,Alabama State,71,2017,1/21/2017,0
LSU,86,Arkansas,99,2017,1/21/2017,0
South Alabama,56,Arkansas-Little Rock,73,2017,1/21/2017,0
Texas Southern,70,Arkansas-Pine Bluff,63,2017,1/21/2017,0
Troy,80,Arkansas State,82,2017,1/21/2017,0
Navy,96,Army,80,2017,1/21/2017,0
Alabama,64,Auburn,84,2017,1/21/2017,0
Murray State,81,Austin Peay,84,2017,1/21/2017,0
Tennessee Tech,70,Belmont,82,2017,1/21/2017,0
Maryland-Eastern Shore,82,Bethune-Cookman,79,2017,1/21/2017,0
UNC,90,Boston College,82,2017,1/21/2017,0
Ball State,74,Bowling Green State,79,2017,1/21/2017,0
Boston University,59,Bucknell,70,2017,1/21/2017,0
Western Michigan,54,Buffalo,66,2017,1/21/2017,0
Long Beach State,98,Cal Poly,92,2017,1/21/2017,0
Utah Valley,65,Cal State Bakersfield,68,2017,1/21/2017,0
UC-Irvine,105,Cal State Northridge,73,2017,1/21/2017,0
UCSB,55,UC-Riverside,65,2017,1/21/2017,0
New Orleans,81,Central Arkansas,63,2017,1/21/2017,0
Miami (OH),92,Central Michigan,101,2017,1/21/2017,0
Longwood,61,Charleston Southern,76,2017,1/21/2017,0
Old Dominion,72,Charlotte,74,2017,1/21/2017,0
Samford,78,Chattanooga,82,2017,1/21/2017,0
Loyola (MD),49,Colgate,52,2017,1/21/2017,0
James Madison,60,College of Charleston,73,2017,1/21/2017,0
Cornell,67,Columbia,62,2017,1/21/2017,0
Marquette,102,Creighton,94,2017,1/21/2017,0
Towson,75,Delaware,58,2017,1/21/2017,0
Butler,70,DePaul,69,2017,1/21/2017,0
Miami (FL),58,Duke,70,2017,1/21/2017,0
Rhode Island,90,Duquesne,69,2017,1/21/2017,0
Southern Utah,68,Eastern Washington,83,2017,1/21/2017,0
William & Mary,62,Elon,71,2017,1/21/2017,0
LIU-Brooklyn,66,Fairleigh Dickinson,83,2017,1/21/2017,0
Vanderbilt,68,Florida,66,2017,1/21/2017,0
Middle Tennessee,86,Florida Atlantic,57,2017,1/21/2017,0
NJIT,71,Florida Gulf Coast,84,2017,1/21/2017,0
Alabama-Birmingham,85,Florida International,94,2017,1/21/2017,0
Louisville,68,Florida State,73,2017,1/21/2017,0
Virginia Military Institute,72,Furman,89,2017,1/21/2017,0
Presbyterian,61,Gardner-Webb,78,2017,1/21/2017,0
Appalachian State,88,Georgia Southern,92,2017,1/21/2017,0
Coastal Carolina,56,Georgia State,76,2017,1/21/2017,0
Portland,52,Gonzaga,73,2017,1/21/2017,0
Jackson State,57,Grambling,72,2017,1/21/2017,0
Seattle,59,Grand Canyon,61,2017,1/21/2017,0
Dartmouth,68,Harvard,82,2017,1/21/2017,0
UC-Davis,76,Hawaii,70,2017,1/21/2017,0
Northeastern,73,Hofstra,78,2017,1/21/2017,0
Northern Arizona,49,Idaho,65,2017,1/21/2017,0
Drake,58,Illinois State,72,2017,1/21/2017,0
Stephen F. Austin,68,Incarnate Word,70,2017,1/21/2017,0
Michigan State,75,Indiana,82,2017,1/21/2017,0
Denver,78,IUPUI,74,2017,1/21/2017,0
Kennesaw State,81,Jacksonville,71,2017,1/21/2017,0
Texas,67,Kansas,79,2017,1/21/2017,0
West Virginia,75,Kansas State,79,2017,1/21/2017,0
Toledo,61,Kent State,85,2017,1/21/2017,0
South Carolina,69,Kentucky,85,2017,1/21/2017,0
Lafayette,68,Lehigh,75,2017,1/21/2017,0
Winthrop,61,Liberty,48,2017,1/21/2017,0
North Texas,57,Louisiana Tech,81,2017,1/21/2017,0
Evansville,61,Loyola (IL),67,2017,1/21/2017,0
Western Kentucky,80,Marshall,94,2017,1/21/2017,0
Fordham,71,UMass,68,2017,1/21/2017,0
Northwestern State,78,McNeese State,65,2017,1/21/2017,0
Illinois,57,Michigan,66,2017,1/21/2017,0
Wisconsin,78,Minnesota,76,2017,1/21/2017,0
Prairie View,87,Mississippi Valley State,72,2017,1/21/2017,0
Ole Miss,75,Missouri,71,2017,1/21/2017,0
Bradley,62,Missouri State,76,2017,1/21/2017,0
Eastern Kentucky,54,Morehead State,80,2017,1/21/2017,0
Fresno State,81,Nevada,76,2017,1/21/2017,0
Air Force,85,UNLV,87,2017,1/21/2017,0
Wyoming,71,New Mexico,78,2017,1/21/2017,0
UMKC,71,New Mexico State,94,2017,1/21/2017,0
Lamar,87,Nicholls State,76,2017,1/21/2017,0
Hampton,62,Norfolk State,79,2017,1/21/2017,0
Campbell,56,North Carolina-Asheville,72,2017,1/21/2017,0
Howard,78,North Carolina A&T,63,2017,1/21/2017,0
Citadel,72,North Carolina-Greensboro,81,2017,1/21/2017,0
Wake Forest,93,North Carolina State,88,2017,1/21/2017,0
Drexel,74,North Carolina-Wilmington,87,2017,1/21/2017,0
Idaho State,64,North Dakota,89,2017,1/21/2017,0
Lipscomb,84,North Florida,90,2017,1/21/2017,0
Weber State,74,Northern Colorado,69,2017,1/21/2017,0
Ohio,78,Northern Illinois,69,2017,1/21/2017,0
Syracuse,66,Notre Dame,84,2017,1/21/2017,0
Iowa State,92,Oklahoma,87,2017,1/21/2017,0
Nebraska-Omaha,86,Oral Roberts,103,2017,1/21/2017,0
Stanford,52,Oregon,69,2017,1/21/2017,0
University of California,69,Oregon State,58,2017,1/21/2017,0
BYU,62,Pacific,47,2017,1/21/2017,0
Montana State,71,Portland State,65,2017,1/21/2017,0
Penn State,52,Purdue,77,2017,1/21/2017,0
High Point,61,Radford,58,2017,1/21/2017,0
Marist,66,Rider,84,2017,1/21/2017,0
Bryant,59,Robert Morris,56,2017,1/21/2017,0
Nebraska,64,Rutgers,65,2017,1/21/2017,0
Montana,83,Sacramento State,92,2017,1/21/2017,0
Wagner,67,Sacred Heart,62,2017,1/21/2017,0
Central Connecticut,84,Saint Francis (PA),83,2017,1/21/2017,0
Penn,71,St. Joseph's,78,2017,1/21/2017,0
Pepperdine,65,Saint Mary's (CA),85,2017,1/21/2017,0
Niagara,57,St. Peter's,55,2017,1/21/2017,0
Texas A&M-Corpus Christi,62,Sam Houston State,76,2017,1/21/2017,0
San Francisco,60,San Diego,43,2017,1/21/2017,0
Boise State,75,San Jose State,65,2017,1/21/2017,0
Loyola Marymount,63,Santa Clara,64,2017,1/21/2017,0
Morgan State,61,Savannah State,74,2017,1/21/2017,0
Delaware State,64,South Carolina State,74,2017,1/21/2017,0
IPFW,67,South Dakota State,77,2017,1/21/2017,0
Tulsa,79,South Florida,67,2017,1/21/2017,0
Eastern Illinois,71,Southeast Missouri State,83,2017,1/21/2017,0
Houston Baptist,71,Southeastern Louisiana,83,2017,1/21/2017,0
Northern Iowa,58,Southern Illinois,57,2017,1/21/2017,0
Houston,64,SMU,85,2017,1/21/2017,0
Rice,61,Southern Miss,58,2017,1/21/2017,0
Mount St. Mary's,55,St. Francis (NY),47,2017,1/21/2017,0
South Carolina Upstate,97,Stetson,86,2017,1/21/2017,0
Mississippi State,74,Tennessee,91,2017,1/21/2017,0
Southern Illinois-Edwardsville,67,UT-Martin,75,2017,1/21/2017,0
Jacksonville State,86,Tennessee State,79,2017,1/21/2017,0
Georgia,62,Texas A&M,63,2017,1/21/2017,0
Louisiana-Monroe,55,Texas-Arlington,71,2017,1/21/2017,0
Baylor,62,Texas Christian,53,2017,1/21/2017,0
UTSA,39,UTEP,59,2017,1/21/2017,0
Chicago State,77,Texas-Rio Grande Valley,85,2017,1/21/2017,0
Louisiana,79,Texas State,73,2017,1/21/2017,0
Oklahoma State,83,Texas Tech,64,2017,1/21/2017,0
Cincinnati,78,Tulane,61,2017,1/21/2017,0
Arizona,96,UCLA,85,2017,1/21/2017,0
Colorado State,64,Utah State,56,2017,1/21/2017,0
Providence,68,Villanova,78,2017,1/21/2017,0
Georgia Tech,49,Virginia,62,2017,1/21/2017,0
Utah,94,Washington,72,2017,1/21/2017,0
Colorado,89,Washington State,91,2017,1/21/2017,0
Mercer,70,Western Carolina,50,2017,1/21/2017,0
North Dakota State,89,Western Illinois,57,2017,1/21/2017,0
Indiana State,58,Wichita State,84,2017,1/21/2017,0
Eastern Michigan,63,Akron,70,2017,1/20/2017,0
Yale,75,Brown,74,2017,1/20/2017,0
Youngstown State,92,Green Bay,89,2017,1/20/2017,0
Fairfield,89,Iona,96,2017,1/20/2017,0
Cleveland State,62,Milwaukee,63,2017,1/20/2017,0
Manhattan,71,Monmouth,82,2017,1/20/2017,0
Oakland,79,Northern Kentucky,70,2017,1/20/2017,0
Canisius,90,Quinnipiac,95,2017,1/20/2017,0
Detroit,88,Wright State,106,2017,1/20/2017,0
Binghamton,65,Albany (NY),84,2017,1/19/2017,0
Morehead State,89,Austin Peay,82,2017,1/19/2017,0
Jacksonville State,60,Belmont,77,2017,1/19/2017,0
Pepperdine,70,BYU,99,2017,1/19/2017,0
High Point,83,Campbell,78,2017,1/19/2017,0
North Carolina-Wilmington,65,College of Charleston,59,2017,1/19/2017,0
Richmond,59,Dayton,75,2017,1/19/2017,0
Northeastern,62,Delaware,69,2017,1/19/2017,0
Northern Arizona,62,Eastern Washington,84,2017,1/19/2017,0
Drexel,73,Elon,93,2017,1/19/2017,0
St. Francis (NY),40,Fairleigh Dickinson,57,2017,1/19/2017,0
Alabama-Birmingham,80,Florida Atlantic,78,2017,1/19/2017,0
South Carolina Upstate,62,Florida Gulf Coast,60,2017,1/19/2017,0
Middle Tennessee,65,Florida International,52,2017,1/19/2017,0
ETSU,62,Furman,75,2017,1/19/2017,0
Towson,86,Hofstra,80,2017,1/19/2017,0
Memphis,70,Houston,67,2017,1/19/2017,0
Southern Utah,67,Idaho,79,2017,1/19/2017,0
Maryland,84,Iowa,76,2017,1/19/2017,0
Lipscomb,112,Jacksonville,95,2017,1/19/2017,0
Davidson,83,La Salle,91,2017,1/19/2017,0
Gardner-Webb,62,Liberty,65,2017,1/19/2017,0
UCSB,76,Long Beach State,81,2017,1/19/2017,0
Wagner,69,LIU-Brooklyn,76,2017,1/19/2017,0
Radford,72,Longwood,60,2017,1/19/2017,0
Rice,64,Louisiana Tech,74,2017,1/19/2017,0
Clemson,60,Louisville,92,2017,1/19/2017,0
San Diego,69,Loyola Marymount,62,2017,1/19/2017,0
New Hampshire,74,Maine,63,2017,1/19/2017,0
Eastern Kentucky,79,Murray State,86,2017,1/19/2017,0
Houston Baptist,64,New Orleans,72,2017,1/19/2017,0
Abilene Christian,59,Nicholls State,62,2017,1/19/2017,0
Mercer,66,North Carolina-Greensboro,68,2017,1/19/2017,0
Weber State,77,North Dakota,83,2017,1/19/2017,0
IPFW,83,North Dakota State,89,2017,1/19/2017,0
Kennesaw State,84,North Florida,86,2017,1/19/2017,0
Idaho State,73,Northern Colorado,69,2017,1/19/2017,0
University of California,63,Oregon,86,2017,1/19/2017,0
Stanford,62,Oregon State,46,2017,1/19/2017,0
Montana,79,Portland State,88,2017,1/19/2017,0
Charleston Southern,73,Presbyterian,52,2017,1/19/2017,0
Central Connecticut,67,Robert Morris,74,2017,1/19/2017,0
Montana State,74,Sacramento State,65,2017,1/19/2017,0
Mount St. Mary's,86,Sacred Heart,75,2017,1/19/2017,0
Bryant,61,Saint Francis (PA),75,2017,1/19/2017,0
Pacific,50,Saint Mary's (CA),62,2017,1/19/2017,0
Siena,65,St. Peter's,77,2017,1/19/2017,0
Lamar,65,Sam Houston State,87,2017,1/19/2017,0
Portland,50,San Francisco,75,2017,1/19/2017,0
Gonzaga,88,Santa Clara,57,2017,1/19/2017,0
Southern Illinois-Edwardsville,76,Southeast Missouri State,79,2017,1/19/2017,0
Arizona,73,USC,66,2017,1/19/2017,0
UConn,49,SMU,69,2017,1/19/2017,0
North Texas,65,Southern Miss,75,2017,1/19/2017,0
NJIT,76,Stetson,82,2017,1/19/2017,0
Hartford,64,Stony Brook,80,2017,1/19/2017,0
Eastern Illinois,71,UT-Martin,82,2017,1/19/2017,0
Tennessee Tech,80,Tennessee State,74,2017,1/19/2017,0
Stephen F. Austin,61,Texas A&M-Corpus Christi,58,2017,1/19/2017,0
Arizona State,80,UCLA,102,2017,1/19/2017,0
UMass-Lowell,67,Vermont,81,2017,1/19/2017,0
Citadel,95,Western Carolina,100,2017,1/19/2017,0
James Madison,72,William & Mary,73,2017,1/19/2017,0
North Carolina-Asheville,73,Winthrop,76,2017,1/19/2017,0
Virginia Military Institute,70,Wofford,88,2017,1/19/2017,0
Missouri,56,Alabama,68,2017,1/18/2017,0
Lafayette,57,American,71,2017,1/18/2017,0
Holy Cross,85,Army,76,2017,1/18/2017,0
LSU,74,Auburn,78,2017,1/18/2017,0
Virginia,71,Boston College,54,2017,1/18/2017,0
Colgate,67,Boston University,58,2017,1/18/2017,0
Illinois State,69,Bradley,49,2017,1/18/2017,0
Loyola (MD),63,Bucknell,76,2017,1/18/2017,0
UC-Irvine,70,Cal Poly,48,2017,1/18/2017,0
UC-Riverside,71,Cal State Fullerton,63,2017,1/18/2017,0
Roosevelt,57,Chicago State,77,2017,1/18/2017,0
Temple,74,Cincinnati,81,2017,1/18/2017,0
Southern Illinois,84,Drake,88,2017,1/18/2017,0
Notre Dame,80,Florida State,83,2017,1/18/2017,0
VCU,67,Fordham,69,2017,1/18/2017,0
Colorado State,57,Fresno State,78,2017,1/18/2017,0
Duquesne,63,George Washington,65,2017,1/18/2017,0
Cal State Northridge,77,Hawaii,80,2017,1/18/2017,0
Missouri State,73,Indiana State,68,2017,1/18/2017,0
South Dakota State,83,IUPUI,85,2017,1/18/2017,0
St. Joseph's,57,UMass,62,2017,1/18/2017,0
Central Arkansas,72,McNeese State,82,2017,1/18/2017,0
Lehigh,72,Navy,75,2017,1/18/2017,0
Ohio State,67,Nebraska,66,2017,1/18/2017,0
Denver,88,Nebraska-Omaha,97,2017,1/18/2017,0
Air Force,76,Nevada,83,2017,1/18/2017,0
Loyola (IL),69,Northern Iowa,72,2017,1/18/2017,0
Kansas State,96,Oklahoma State,88,2017,1/18/2017,0
South Dakota,80,Oral Roberts,90,2017,1/18/2017,0
Indiana,78,Penn State,75,2017,1/18/2017,0
Wyoming,80,San Jose State,70,2017,1/18/2017,0
Florida,53,South Carolina,57,2017,1/18/2017,0
Texas Christian,69,Texas Tech,75,2017,1/18/2017,0
Tulane,82,Tulsa,89,2017,1/18/2017,0
Georgia Tech,61,Virginia Tech,62,2017,1/18/2017,0
Miami (FL),79,Wake Forest,96,2017,1/18/2017,0
Colorado,83,Washington,85,2017,1/18/2017,0
Utah,88,Washington State,47,2017,1/18/2017,0
Oklahoma,89,West Virginia,87,2017,1/18/2017,0
Ohio,68,Akron,83,2017,1/17/2017,0
Central Michigan,83,Ball State,98,2017,1/17/2017,0
Texas,64,Baylor,74,2017,1/17/2017,0
New Mexico,81,Boise State,70,2017,1/17/2017,0
South Florida,64,UCF,86,2017,1/17/2017,0
Western Michigan,80,Eastern Michigan,86,2017,1/17/2017,0
Wichita State,82,Evansville,65,2017,1/17/2017,0
St. Peter's,69,Fairfield,55,2017,1/17/2017,0
Vanderbilt,68,Georgia,76,2017,1/17/2017,0
San Diego Christian,58,Grand Canyon,90,2017,1/17/2017,0
Milwaukee,57,UIC,71,2017,1/17/2017,0
Buffalo,82,Kent State,69,2017,1/17/2017,0
Iona,82,Manhattan,67,2017,1/17/2017,0
Tennessee,69,Ole Miss,80,2017,1/17/2017,0
Kentucky,88,Mississippi State,81,2017,1/17/2017,0
San Diego State,64,UNLV,51,2017,1/17/2017,0
Pitt,74,North Carolina State,79,2017,1/17/2017,0
Miami (OH),58,Northern Illinois,62,2017,1/17/2017,0
Illinois,68,Purdue,91,2017,1/17/2017,0
St. Bonaventure,71,Saint Louis,52,2017,1/17/2017,0
Rider,68,Siena,78,2017,1/17/2017,0
Arkansas,62,Texas A&M,60,2017,1/17/2017,0
Bowling Green State,73,Toledo,85,2017,1/17/2017,0
Michigan,64,Wisconsin,68,2017,1/17/2017,0
Arkansas-Pine Bluff,64,Alcorn State,82,2017,1/16/2017,0
Harvard,70,Bryant,65,2017,1/16/2017,0
Marquette,80,Butler,88,2017,1/16/2017,0
Monmouth,76,Canisius,72,2017,1/16/2017,0
Norfolk State,75,Delaware State,70,2017,1/16/2017,0
Youngstown State,71,Detroit,87,2017,1/16/2017,0
Bethune-Cookman,82,Florida A&M,76,2017,1/16/2017,0
Providence,74,Georgetown,56,2017,1/16/2017,0
North Carolina Central,64,Hampton,51,2017,1/16/2017,0
Maine,44,Hartford,54,2017,1/16/2017,0
Coppin State,81,Howard,72,2017,1/16/2017,0
Kansas,76,Iowa State,72,2017,1/16/2017,0
Georgia State,101,Louisiana,86,2017,1/16/2017,0
Georgia Southern,62,Louisiana-Monroe,60,2017,1/16/2017,0
Boston University,69,Loyola (MD),77,2017,1/16/2017,0
Albany (NY),77,UMBC,50,2017,1/16/2017,0
Stony Brook,86,UMass-Lowell,75,2017,1/16/2017,0
North Carolina A&T,53,Morgan State,82,2017,1/16/2017,0
Vermont,71,New Hampshire,59,2017,1/16/2017,0
Marist,93,Niagara,87,2017,1/16/2017,0
Syracuse,68,UNC,85,2017,1/16/2017,0
Portland State,76,Northern Arizona,83,2017,1/16/2017,0
Cleveland State,76,Oakland,65,2017,1/16/2017,0
Grambling,82,Prairie View,94,2017,1/16/2017,0
Texas-Arlington,89,South Alabama,83,2017,1/16/2017,0
Savannah State,86,South Carolina State,82,2017,1/16/2017,0
Mississippi Valley State,81,Southern,87,2017,1/16/2017,0
DePaul,68,St. John's (NY),78,2017,1/16/2017,0
Jackson State,44,Texas Southern,67,2017,1/16/2017,0
Texas State,75,Troy,71,2017,1/16/2017,0
Green Bay,56,Valparaiso,80,2017,1/16/2017,0
Seton Hall,46,Villanova,76,2017,1/16/2017,0
Creighton,72,Xavier,67,2017,1/16/2017,0
USC,71,Colorado,68,2017,1/15/2017,0
Cincinnati,55,East Carolina,46,2017,1/15/2017,0
Siena,63,Fairfield,54,2017,1/15/2017,0
Rutgers,57,Indiana,76,2017,1/15/2017,0
George Washington,69,La Salle,79,2017,1/15/2017,0
Missouri State,71,Loyola (IL),77,2017,1/15/2017,0
Georgia Tech,86,North Carolina State,76,2017,1/15/2017,0
Drake,60,Northern Iowa,79,2017,1/15/2017,0
Iowa,54,Northwestern,89,2017,1/15/2017,0
Michigan State,67,Ohio State,72,2017,1/15/2017,0
UMass,77,Rhode Island,79,2017,1/15/2017,0
St. Peter's,71,Rider,65,2017,1/15/2017,0
McNeese State,75,Southeastern Louisiana,79,2017,1/15/2017,0
SMU,80,Tulane,64,2017,1/15/2017,0
Lamar,64,Abilene Christian,67,2017,1/14/2017,0
San Jose State,89,Air Force,85,2017,1/14/2017,0
Alabama State,57,Alabama A&M,55,2017,1/14/2017,0
Marshall,78,Alabama-Birmingham,94,2017,1/14/2017,0
Mississippi Valley State,84,Alcorn State,77,2017,1/14/2017,0
Army,53,American,49,2017,1/14/2017,0
Missouri,73,Arkansas,92,2017,1/14/2017,0
Arkansas State,77,Arkansas-Little Rock,72,2017,1/14/2017,0
Northern Illinois,69,Bowling Green State,52,2017,1/14/2017,0
Sacred Heart,112,Bryant,110,2017,1/14/2017,0
Ball State,92,Buffalo,77,2017,1/14/2017,0
Xavier,78,Butler,83,2017,1/14/2017,0
UC-Davis,71,Cal State Northridge,68,2017,1/14/2017,0
Washington State,54,University of California,58,2017,1/14/2017,0
Cal State Fullerton,67,UC-Irvine,87,2017,1/14/2017,0
Cal Poly,53,UCSB,58,2017,1/14/2017,0
Winthrop,72,Campbell,63,2017,1/14/2017,0
Marist,58,Canisius,91,2017,1/14/2017,0
Fairleigh Dickinson,59,Central Connecticut,47,2017,1/14/2017,0
Houston,70,UCF,77,2017,1/14/2017,0
North Carolina-Asheville,76,Charleston Southern,67,2017,1/14/2017,0
Southern Miss,66,Charlotte,82,2017,1/14/2017,0
Samford,98,Citadel,90,2017,1/14/2017,0
Virginia,77,Clemson,73,2017,1/14/2017,0
Valparaiso,78,Cleveland State,67,2017,1/14/2017,0
Appalachian State,73,Coastal Carolina,85,2017,1/14/2017,0
Bucknell,83,Colgate,69,2017,1/14/2017,0
William & Mary,67,College of Charleston,77,2017,1/14/2017,0
New Mexico,84,Colorado State,71,2017,1/14/2017,0
North Carolina A&T,73,Coppin State,75,2017,1/14/2017,0
Columbia,79,Cornell,75,2017,1/14/2017,0
Truman State,69,Creighton,101,2017,1/14/2017,0
VCU,63,Davidson,69,2017,1/14/2017,0
Hampton,85,Delaware State,77,2017,1/14/2017,0
